"Número da Nota Fiscal","Código do Vendedor","Data da Venda","Código do Cliente","Código IBGE","Código da Forma de Pagamento"
"052887","V1220",06/24/2019,"2046","3549201","3"
"052888","V1240",06/24/2019,"6162","2302800","2"
"052889","V1260",06/24/2019,"3589","2210623","4"
"052890","V1100",06/24/2019,"6719","3552551","3"
"052891","V1180",06/24/2019,"4040","3549904","4"
"052892","V1010",06/24/2019,"5323","2505204","3"
"052893","V1130",06/24/2019,"9232","2303659","4"
"052894","V1230",06/24/2019,"3081","2206407","3"
"052895","V1170",06/24/2019,"5956","5216452","3"
"052896","V1220",06/24/2019,"6809","1505304","2"
"052897","V1050",06/24/2019,"4654","4309803","3"
"052898","V1180",06/24/2019,"6809","3549508","4"
"052899","V1220",06/24/2019,"4642","4320859","2"
"052900","V1010",06/24/2019,"2341","2611804","3"
"052901","V1290",06/24/2019,"6719","2309706","1"
"052902","V1250",06/24/2019,"3081","3167004","4"
"052903","V1130",06/24/2019,"5323","3204807","4"
"052904","V1080",06/24/2019,"8465","4308300","4"
"052905","V1230",06/24/2019,"8573","3507803","1"
"052906","V1280",06/24/2019,"6162","1507409","1"
"052907","V1240",06/24/2019,"8573","2916104","3"
"052908","V1030",06/24/2019,"5323","2201988","2"
"052909","V1230",06/24/2019,"5323","4306130","4"
"052910","V1230",06/24/2019,"4654","2413607","1"
"052911","V1210",06/24/2019,"2046","3551009","2"
"052912","V1110",06/24/2019,"1682","4117057","3"
"052913","V1190",06/24/2019,"2046","2504306","3"
"052914","V1190",06/24/2019,"9225","3542909","1"
"052915","V1050",06/24/2019,"4980","3534005","1"
"052916","V1080",06/24/2019,"4964","2914109","2"
"052917","V1100",06/24/2019,"5323","4301636","4"
"052918","V1210",06/24/2019,"6809","4307302","4"
"052919","V1260",06/24/2019,"2046","4119400","1"
"052920","V1210",06/24/2019,"2046","4101408","1"
"052921","V1200",06/24/2019,"4654","4308433","2"
"052922","V1130",06/24/2019,"9232","2923001","4"
"052923","V1030",06/24/2019,"8803","3152501","4"
"052924","V1270",06/24/2019,"5835","4116505","2"
"052925","V1180",06/24/2019,"4964","5103205","2"
"052926","V1060",06/24/2019,"3081","3119955","2"
"052927","V1180",06/24/2019,"8465","1502707","1"
"052928","V1190",06/24/2019,"4964","4301859","1"
"052929","V1110",06/24/2019,"2341","4102505","4"
"052930","V1040",06/24/2019,"8465","4211702","4"
"052931","V1200",06/24/2019,"8961","2200509","2"
"052932","V1150",06/24/2019,"9969","2907004","1"
"052933","V1120",06/25/2019,"5323","3146008","1"
"052934","V1020",06/25/2019,"1229","2111722","1"
"052935","V1160",06/25/2019,"8961","4104659","1"
"052936","V1070",06/25/2019,"1229","5221502","4"
"052937","V1120",06/25/2019,"3589","4117602","2"
"052938","V1060",06/25/2019,"5835","3517901","4"
"052939","V1030",06/25/2019,"9559","3302858","4"
"052940","V1020",06/25/2019,"6719","2202505","4"
"052941","V1060",06/25/2019,"1229","1706001","1"
"052942","V1230",06/25/2019,"6809","5214101","4"
"052943","V1260",06/25/2019,"5956","4114351","1"
"052944","V1250",06/25/2019,"2046","4310553","1"
"052945","V1190",06/25/2019,"5956","2506202","2"
"052946","V1110",06/25/2019,"6809","2202604","4"
"052947","V1220",06/25/2019,"6162","1300300","4"
"052948","V1090",06/25/2019,"3081","3132602","2"
"052949","V1200",06/25/2019,"8573","2111508","3"
"052950","V1080",06/25/2019,"8465","4110409","2"
"052951","V1020",06/25/2019,"2341","5106174","4"
"052952","V1280",06/25/2019,"9969","2103505","2"
"052953","V1210",06/25/2019,"5956","2210300","2"
"052954","V1110",06/25/2019,"8961","2410504","2"
"052955","V1160",06/25/2019,"5604","2206704","1"
"052956","V1090",06/25/2019,"6719","4303004","1"
"052957","V1120",06/25/2019,"6809","2612455","4"
"052958","V1070",06/25/2019,"6809","2110708","2"
"052959","V1250",06/25/2019,"4040","2106201","1"
"052960","V1170",06/25/2019,"6809","3120102","2"
"052961","V1010",06/25/2019,"3081","2502151","1"
"052962","V1130",06/25/2019,"2046","2601409","1"
"052963","V1250",06/25/2019,"5604","3544905","1"
"052964","V1140",06/25/2019,"5323","2301950","1"
"052965","V1210",06/25/2019,"8803","3160207","4"
"052966","V1120",06/25/2019,"4980","3300225","3"
"052967","V1300",06/25/2019,"9559","3135076","1"
"052968","V1030",06/25/2019,"5323","4314035","3"
"052969","V1250",06/25/2019,"6938","2706422","2"
"052970","V1140",06/25/2019,"1424","4314753","3"
"052971","V1270",06/25/2019,"4654","2929206","4"
"052972","V1220",06/25/2019,"9559","4217758","2"
"052973","V1170",06/25/2019,"8803","3149606","2"
"052974","V1050",06/25/2019,"3794","1507805","2"
"052975","V1190",06/25/2019,"9225","1707306","1"
"052976","V1270",06/25/2019,"1229","4318457","3"
"052977","V1060",06/25/2019,"8465","1706001","1"
"052978","V1160",06/25/2019,"9969","2702207","1"
"052979","V1260",06/25/2019,"6809","3121704","2"
"052980","V1060",06/25/2019,"5323","2900207","2"
"052981","V1080",06/26/2019,"1682","5101902","3"
"052982","V1120",06/26/2019,"5835","4200309","2"
"052983","V1010",06/26/2019,"8961","1304260","2"
"052984","V1140",06/26/2019,"5835","3168705","2"
"052985","V1280",06/26/2019,"8573","3165008","1"
"052986","V1280",06/26/2019,"6938","3140506","2"
"052987","V1290",06/26/2019,"3081","3118700","1"
"052988","V1210",06/26/2019,"6719","4206108","3"
"052989","V1130",06/26/2019,"6719","1301902","3"
"052990","V1050",06/26/2019,"1229","2925006","1"
"052991","V1140",06/26/2019,"1229","3553708","1"
"052992","V1290",06/26/2019,"9559","4214151","4"
"052993","V1170",06/26/2019,"8465","2929107","3"
"052994","V1020",06/26/2019,"6809","3128808","4"
"052995","V1210",06/26/2019,"6719","4107751","1"
"052996","V1020",06/26/2019,"4964","3157906","2"
"052997","V1230",06/26/2019,"5956","3500105","3"
"052998","V1050",06/26/2019,"5956","3147105","4"
"052999","V1070",06/26/2019,"5323","2301109","2"
"053000","V1010",06/26/2019,"3081","3136702","3"
"053001","V1150",06/26/2019,"5323","5210562","3"
"053002","V1170",06/26/2019,"1229","2201804","3"
"053003","V1050",06/26/2019,"4040","4205159","2"
"053004","V1260",06/26/2019,"4964","3105202","1"
"053005","V1170",06/26/2019,"5956","2516607","2"
"053006","V1180",06/26/2019,"9225","3150158","3"
"053007","V1170",06/26/2019,"3589","2708303","1"
"053008","V1240",06/26/2019,"6938","3103108","4"
"053009","V1240",06/26/2019,"5956","2106904","4"
"053010","V1280",06/26/2019,"4040","3529500","3"
"053011","V1270",06/26/2019,"5835","1400308","3"
"053012","V1150",06/26/2019,"6162","3543600","3"
"053013","V1270",06/26/2019,"1424","3520301","2"
"053014","V1200",06/26/2019,"3081","2310258","2"
"053015","V1300",06/26/2019,"1229","2512036","4"
"053016","V1010",06/26/2019,"6162","2901957","3"
"053017","V1260",06/26/2019,"9225","4124020","4"
"053018","V1280",06/26/2019,"4642","2924504","1"
"053019","V1200",06/26/2019,"4642","4215802","2"
"053020","V1060",06/26/2019,"3081","2405108","4"
"053021","V1210",06/26/2019,"8803","1200054","3"
"053022","V1220",06/26/2019,"1682","2210938","2"
"053023","V1270",06/26/2019,"8465","2501005","1"
"053024","V1070",06/26/2019,"5323","2906899","4"
"053025","V1180",06/26/2019,"8465","3545209","2"
"053026","V1160",06/26/2019,"8803","2512408","1"
"053027","V1020",06/26/2019,"3794","2804102","2"
"053028","V1160",06/26/2019,"5604","4128625","1"
"053029","V1200",06/26/2019,"4040","2111573","2"
"053030","V1140",06/26/2019,"4964","4300059","2"
"053031","V1180",06/26/2019,"8803","2603009","4"
"053032","V1160",06/26/2019,"8961","2601052","4"
"053033","V1150",06/26/2019,"6719","2202208","1"
"053034","V1300",06/26/2019,"3081","3522901","4"
"053035","V1100",06/26/2019,"8465","2915353","4"
"053036","V1020",06/26/2019,"2341","4308607","4"
"053037","V1290",06/26/2019,"4980","3553708","2"
"053038","V1040",06/26/2019,"8961","2111748","3"
"053039","V1200",06/26/2019,"9225","2207777","1"
"053040","V1160",06/26/2019,"3081","2917334","4"
"053041","V1160",06/26/2019,"6809","4200556","3"
"053042","V1030",06/26/2019,"5323","2903235","2"
"053043","V1050",06/26/2019,"8961","4215075","3"
"053044","V1130",06/26/2019,"1229","3204252","4"
"053045","V1260",06/26/2019,"8961","3554607","4"
"053046","V1190",06/27/2019,"2341","4205704","3"
"053047","V1180",06/27/2019,"4654","4202404","1"
"053048","V1230",06/27/2019,"5323","4218954","3"
"053049","V1100",06/27/2019,"5323","4104204","1"
"053050","V1210",06/27/2019,"4654","4317004","2"
"053051","V1110",06/27/2019,"6162","3157104","1"
"053052","V1180",06/27/2019,"6809","2303659","3"
"053053","V1050",06/27/2019,"1682","4118501","1"
"053054","V1250",06/27/2019,"4964","1506500","3"
"053055","V1030",06/27/2019,"9225","4321105","4"
"053056","V1260",06/27/2019,"6938","4214003","4"
"053057","V1150",06/27/2019,"6162","3516101","3"
"053058","V1100",06/27/2019,"2046","2611200","2"
"053059","V1020",06/27/2019,"6162","3139904","3"
"053060","V1260",06/27/2019,"8961","1300102","4"
"053061","V1180",06/27/2019,"5956","4319372","1"
"053062","V1080",06/27/2019,"3794","3151701","4"
"053063","V1100",06/27/2019,"6809","4205407","1"
"053064","V1060",06/27/2019,"6938","3107505","2"
"053065","V1050",06/27/2019,"4964","4120606","1"
"053066","V1080",06/27/2019,"4964","2112456","1"
"053067","V1060",06/27/2019,"9559","2412609","3"
"053068","V1160",06/27/2019,"4980","4113254","2"
"053069","V1200",06/27/2019,"6719","3554508","1"
"053070","V1120",06/27/2019,"8465","2508505","1"
"053071","V1030",06/27/2019,"9232","1503093","1"
"053072","V1230",06/27/2019,"4980","2611002","1"
"053073","V1160",06/27/2019,"8465","4301701","1"
"053074","V1170",06/27/2019,"1229","2929107","2"
"053075","V1020",06/27/2019,"9969","4320602","3"
"053076","V1300",06/27/2019,"8573","5218789","4"
"053077","V1200",06/27/2019,"1682","4125753","1"
"053078","V1130",06/27/2019,"6162","3169901","2"
"053079","V1100",06/27/2019,"1229","4117305","4"
"053080","V1240",06/27/2019,"1229","2509305","3"
"053081","V1240",06/27/2019,"8803","2929255","3"
"053082","V1290",06/27/2019,"9232","3502507","4"
"053083","V1040",06/27/2019,"4980","1200401","4"
"053084","V1260",06/27/2019,"1229","4300455","2"
"053085","V1090",06/27/2019,"9969","3132008","1"
"053086","V1200",06/27/2019,"5835","2408805","1"
"053087","V1090",06/27/2019,"4980","4218954","2"
"053088","V1110",06/27/2019,"3794","2700300","2"
"053089","V1040",06/27/2019,"4642","3548906","1"
"053090","V1070",06/27/2019,"9969","1507409","3"
"053091","V1090",06/27/2019,"3081","2605004","4"
"053092","V1200",06/27/2019,"3589","2502201","2"
"053093","V1300",06/27/2019,"8465","3165503","4"
"053094","V1060",06/27/2019,"5956","2202455","3"
"053095","V1120",06/27/2019,"6719","5203609","2"
"053096","V1270",06/27/2019,"8465","2107456","3"
"053097","V1220",06/27/2019,"5604","5213707","1"
"053098","V1270",06/27/2019,"3589","2906808","2"
"053099","V1230",06/27/2019,"5323","5208103","1"
"053100","V1210",06/27/2019,"1424","1507409","4"
"053101","V1070",06/27/2019,"9232","2932705","3"
"053102","V1270",06/27/2019,"3794","2406106","1"
"053103","V1200",06/27/2019,"4980","1100254","2"
"053104","V1150",06/27/2019,"3081","4310652","2"
"053105","V1040",06/27/2019,"2046","4207403","2"
"053106","V1110",06/27/2019,"1682","4317756","3"
"053107","V1300",06/27/2019,"4654","3103603","3"
"053108","V1290",06/27/2019,"4980","3539103","2"
"053109","V1140",06/27/2019,"1229","5219001","2"
"053110","V1090",06/27/2019,"4980","2614105","3"
"053111","V1100",06/27/2019,"1682","4211900","2"
"053112","V1020",06/27/2019,"3589","4117800","2"
"053113","V1290",06/27/2019,"8465","2505907","3"
"053114","V1090",06/27/2019,"3081","3519600","1"
"053115","V1050",06/27/2019,"2046","3146008","1"
"053116","V1210",06/28/2019,"8573","3541505","4"
"053117","V1220",06/28/2019,"4040","2108454","4"
"053118","V1120",06/28/2019,"5604","4201273","4"
"053119","V1230",06/28/2019,"2341","2203909","2"
"053120","V1270",06/28/2019,"8961","4301859","1"
"053121","V1130",06/28/2019,"2341","2304202","4"
"053122","V1190",06/28/2019,"6162","3171105","1"
"053123","V1100",06/28/2019,"3794","3155504","1"
"053124","V1180",06/28/2019,"5604","3150406","2"
"053125","V1190",06/28/2019,"5323","4219101","2"
"053126","V1010",06/28/2019,"1229","3510401","4"
"053127","V1160",06/28/2019,"8803","5221452","2"
"053128","V1110",06/28/2019,"4980","2919009","4"
"053129","V1080",06/28/2019,"8803","2404804","3"
"053130","V1050",06/28/2019,"8803","2601805","1"
"053131","V1270",06/28/2019,"8803","4114609","3"
"053132","V1090",06/28/2019,"9225","5207253","4"
"053133","V1050",06/28/2019,"2046","4209003","4"
"053134","V1150",06/28/2019,"4980","2702405","3"
"053135","V1300",06/28/2019,"1424","5221577","1"
"053136","V1020",06/28/2019,"9559","2204105","1"
"053137","V1170",06/28/2019,"5323","2800605","3"
"053138","V1080",06/28/2019,"4964","2207108","3"
"053139","V1130",06/28/2019,"6162","2925907","2"
"053140","V1030",06/28/2019,"8465","3528908","1"
"053141","V1200",06/28/2019,"3589","4301008","4"
"053142","V1140",06/28/2019,"1229","2602209","2"
"053143","V1240",06/28/2019,"5956","2103505","3"
"053144","V1080",06/28/2019,"3589","3501608","2"
"053145","V1290",06/28/2019,"2046","3203502","1"
"053146","V1100",06/28/2019,"5956","3546256","4"
"053147","V1270",06/28/2019,"1229","3150802","4"
"053148","V1140",06/28/2019,"4964","1501782","2"
"053149","V1300",06/28/2019,"6719","3533403","3"
"053150","V1150",06/28/2019,"6162","2702009","2"
"053151","V1170",06/28/2019,"4040","3101904","1"
"053152","V1270",06/28/2019,"5323","2515500","2"
"053153","V1060",06/28/2019,"4654","5104906","4"
"053154","V1200",06/28/2019,"4642","5003157","3"
"053155","V1120",06/28/2019,"9559","1703800","3"
"053156","V1210",06/28/2019,"4964","3160306","1"
"053157","V1050",06/28/2019,"4040","2702900","2"
"053158","V1100",06/28/2019,"6162","4111258","1"
"053159","V1260",06/28/2019,"3794","4321667","1"
"053160","V1090",06/28/2019,"8803","4318622","2"
"053161","V1030",06/28/2019,"3589","3102050","3"
"053162","V1160",06/28/2019,"3794","4305207","3"
"053163","V1070",06/29/2019,"4642","3505906","3"
"053164","V1060",06/29/2019,"6809","2704708","4"
"053165","V1050",06/29/2019,"1229","2410801","2"
"053166","V1050",06/29/2019,"5604","3139409","3"
"053167","V1220",06/29/2019,"8573","2202539","3"
"053168","V1050",06/29/2019,"3794","4112405","2"
"053169","V1140",06/29/2019,"9232","2300606","3"
"053170","V1020",06/29/2019,"5323","1505494","1"
"053171","V1140",06/29/2019,"5956","4211603","1"
"053172","V1190",06/29/2019,"4642","2901403","1"
"053173","V1100",06/29/2019,"4642","2413607","2"
"053174","V1210",06/29/2019,"4980","4116950","1"
"053175","V1300",06/29/2019,"1682","4300307","2"
"053176","V1150",06/29/2019,"6809","2310100","4"
"053177","V1010",06/29/2019,"5604","2707800","3"
"053178","V1280",06/29/2019,"1229","3540606","2"
"053179","V1290",06/29/2019,"8803","2926004","4"
"053180","V1170",06/29/2019,"6719","4315156","2"
"053181","V1020",06/29/2019,"9232","2925204","2"
"053182","V1120",06/29/2019,"3794","2920809","4"
"053183","V1250",06/29/2019,"4654","3519204","1"
"053184","V1080",06/29/2019,"1229","4107603","3"
"053185","V1120",06/29/2019,"6719","4106902","4"
"053186","V1230",06/29/2019,"8803","2611002","2"
"053187","V1140",06/29/2019,"8573","2412401","4"
"053188","V1210",06/29/2019,"6162","1505601","4"
"053189","V1110",06/29/2019,"9232","3519808","3"
"053190","V1230",06/29/2019,"9559","1701002","3"
"053191","V1220",06/29/2019,"3794","3542404","3"
"053192","V1290",06/29/2019,"5835","2800704","3"
"053193","V1270",06/29/2019,"6809","3557154","3"
"053194","V1080",06/29/2019,"9559","5203500","1"
"053195","V1080",06/29/2019,"6938","4300901","1"
"053196","V1070",06/29/2019,"4654","2915353","4"
"053197","V1070",06/29/2019,"3589","4126603","2"
"053198","V1160",06/29/2019,"2046","3523008","2"
"053199","V1040",06/29/2019,"6809","3143500","3"
"053200","V1010",06/29/2019,"9559","2305357","1"
"053201","V1200",06/29/2019,"3081","4320321","1"
"053202","V1010",06/29/2019,"4654","2803807","1"
"053203","V1130",06/29/2019,"2046","4205407","1"
"053204","V1300",06/29/2019,"9559","3503158","3"
"053205","V1140",06/29/2019,"5835","3300209","1"
"053206","V1090",06/29/2019,"4040","1504752","4"
"053207","V1120",06/29/2019,"5956","3547601","1"
"053208","V1220",06/29/2019,"6162","5101258","4"
"053209","V1010",06/29/2019,"4040","3305703","1"
"053210","V1170",06/29/2019,"8573","4111001","1"
"053211","V1240",06/29/2019,"2341","1100106","1"
"053212","V1040",06/29/2019,"8573","3541901","4"
"053213","V1110",06/29/2019,"4040","2209153","1"
"053214","V1050",06/29/2019,"5604","3521507","3"
"053215","V1010",06/29/2019,"4654","2606606","2"
"053216","V1240",06/29/2019,"2046","2604304","3"
"053217","V1070",06/29/2019,"9559","3507753","3"
"053218","V1230",06/29/2019,"8573","3522505","3"
"053219","V1170",06/30/2019,"1424","4323200","3"
"053220","V1160",06/30/2019,"5956","2102705","4"
"053221","V1260",06/30/2019,"9232","2504603","2"
"053222","V1100",06/30/2019,"9559","3103504","3"
"053223","V1050",06/30/2019,"4964","3159100","4"
"053224","V1100",06/30/2019,"8573","2503902","3"
"053225","V1190",06/30/2019,"9225","2917334","4"
"053226","V1030",06/30/2019,"1424","3167004","2"
"053227","V1270",06/30/2019,"6809","1715259","4"
"053228","V1220",06/30/2019,"4654","4212502","4"
"053229","V1080",06/30/2019,"1682","4211876","2"
"053230","V1120",06/30/2019,"1229","5005681","4"
"053231","V1130",06/30/2019,"4964","2208700","3"
"053232","V1060",06/30/2019,"4642","2600302","1"
"053233","V1230",06/30/2019,"4642","3201001","1"
"053234","V1260",06/30/2019,"6809","5205497","3"
"053235","V1240",06/30/2019,"1682","3514809","1"
"053236","V1250",06/30/2019,"4040","3152709","1"
"053237","V1270",06/30/2019,"8803","4109104","4"
"053238","V1220",06/30/2019,"5835","2507804","4"
"053239","V1190",06/30/2019,"8803","2911600","1"
"053240","V1240",06/30/2019,"2341","4210902","4"
"053241","V1300",06/30/2019,"6938","3545209","4"
"053242","V1030",06/30/2019,"1424","4202131","2"
"053243","V1130",06/30/2019,"4980","3528858","1"
"053244","V1210",06/30/2019,"9225","3133402","2"
"053245","V1290",06/30/2019,"6719","5205109","1"
"053246","V1090",06/30/2019,"5835","2903003","4"
"053247","V1260",06/30/2019,"9225","5107941","3"
"053248","V1270",06/30/2019,"1682","4118857","4"
"053249","V1280",06/30/2019,"3589","2106326","1"
"053250","V1130",06/30/2019,"6719","1400050","1"
"053251","V1150",06/30/2019,"4964","3553609","4"
"053252","V1250",06/30/2019,"1424","1502301","3"
"053253","V1260",06/30/2019,"3081","5106240","4"
"053254","V1080",06/30/2019,"2046","4126504","4"
"053255","V1140",06/30/2019,"8803","2100550","2"
"053256","V1220",06/30/2019,"6809","3517109","2"
"053257","V1060",06/30/2019,"8573","4208807","2"
"053258","V1030",06/30/2019,"4980","4207502","3"
"053259","V1050",06/30/2019,"1229","4320578","2"
"053260","V1200",06/30/2019,"1229","2309458","1"
"053261","V1220",06/30/2019,"1424","3165578","1"
"053262","V1030",06/30/2019,"6719","4208302","2"
"053263","V1240",06/30/2019,"3794","3152402","1"
"053264","V1090",07/01/2019,"5323","4215059","3"
"053265","V1280",07/01/2019,"6719","2413805","3"
"053266","V1030",07/01/2019,"9225","2926608","3"
"053267","V1070",07/01/2019,"4642","3501152","1"
"053268","V1180",07/01/2019,"5835","3136652","2"
"053269","V1250",07/01/2019,"8465","1702554","3"
